Name,ID,Category,Color,Attribute,Life,Power,Counter,Cost,Ability Text,Type
Charlotte Amande,OP04-105,Character,Yellow,Slash,null,3000,+2000 Counter,3,[Activate: Main] [Once Per Turn] You may trash 1 card with a [Trigger] from your hand: Rest up to 1 of your opponent's Characters with a cost of 2 or less.,Big Mom Pirates
Charlotte Bavarois,OP04-106,Character,Yellow,Strike,null,4000,+1000 Counter,3,"[DON!! x1] If you have less Life cards than your opponent, this Character gains +1000 power.[Trigger] You may trash 1 card from your hand: Play this card.",Big Mom Pirates
Charlotte Perospero,OP04-107,Character,Yellow,Special,null,8000,+1000 Counter,6,null,Big Mom Pirates
Charlotte Moscato,OP04-108,Character,Yellow,Slash,null,4000,+1000 Counter,3,"[DON!! x1] This Character gains [Banish].(When this card deals damage, the target card is trashed without activating its Trigger.)[Trigger] You may trash 1 card from your hand: Play this card.",Big Mom Pirates
Tonoyasu,OP04-109,Character,Yellow,Wisdom,null,2000,+1000 Counter,2,[Activate: Main] You may trash this Character: Up to 1 of your{Land of Wano}type Leader or Character cards gains +3000 power during this turn.,Land of Wano
Pound,OP04-110,Character,Yellow,Wisdom,null,3000,+1000 Counter,3,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On K.O.] Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.",Whole Cake Island
Hera,OP04-111,Character,Yellow,Special,null,3000,+1000 Counter,5,[Activate: Main] You may trash 1 of your{Homies}type Characters other than this Character and rest this Character: Set up to 1 of your [Charlotte Linlin] Characters as active.[Trigger] Play this card.,Big Mom Pirates/Homies
Rabiyan,OP04-113,Character,Yellow,Special,null,3000,+1000 Counter,2,[Trigger] Play this card.,Big Mom Pirates/Homies
Randolph,OP04-114,Character,Yellow,Slash,null,7000,+1000 Counter,5,null,Big Mom Pirates/Homies
Gun Modoki,OP04-115,Event,Yellow,null,null,null,,1,[Main] You may add 1 card from the top or bottom of your Life cards to your hand: Up to 1 of your{Land of Wano}type Characters gains [Double Attack] during this turn.(This card deals 2 damage.)[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,Land of Wano/Kouzuki Clan
Diable Jambe Joue Shot,OP04-116,Event,Yellow,null,null,null,,3,"[Counter] Up to 1 of your Leader or Character cards gains +6000 power during this battle. Then, if you and your opponent have a total of 4 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.[Trigger] Draw 1 card.",The Vinsmoke Family
Heavenly Fire,OP04-117,Event,Yellow,null,null,null,,1,[Main] Add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of your opponent's Life cards face-up.[Trigger] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,The Four Emperors/Big Mom Pirates
Nefeltari Vivi,OP04-118,Character,Red,Wisdom,null,4000,+1000 Counter,7,All of your red Characters with a cost of 3 or more other than this Character gain [Rush].(This card can attack on the turn in which it is played.),Alabasta
Donquixote Rosinante,OP04-119,Character,Green,Special,null,8000,,8,"[Opponent's Turn] If this Character is rested, your active Characters with a base cost of 5 cannot be K.O.'d by effects.[On Play] You may rest this Character: Play up to 1 green Character card with a cost of 5 from your hand.",Navy/Donquixote Pirates
Sabo,OP05-001,Leader,Red/Black,Special,4,5000,,null,"[DON!! x1] [Opponent's Turn] [Once Per Turn] If your Character with 5000 power or more would be K.O.'d, you may give that Character −1000 power during this turn instead of that Character being K.O.'d.",Revolutionary Army
Belo Betty,OP05-002,Leader,Red/Yellow,Special,4,5000,,null,[Activate: Main] [Once Per Turn] You may trash 1{Revolutionary Army}type card from your hand: Up to 3 of your{Revolutionary Army}type Characters or Characters with a [Trigger] gain +3000 power during this turn.,Revolutionary Army
Inazuma,OP05-003,Character,Red,Slash,null,4000,+1000 Counter,3,"If you have a Character with 7000 power or more other than this Character, this Character gains [Rush].(This card can attack on the turn in which it is played.)",Revolutionary Army
Emporio.Ivankov,OP05-004,Character,Red,Special,null,5000,+1000 Counter,4,"[Activate: Main] [Once Per Turn] If this Character has 7000 power or more, play up to 1{Revolutionary Army}type Character card with 5000 power or less other than [Emporio.Ivankov] from your hand.",Revolutionary Army
Karasu,OP05-005,Character,Red,Special,null,5000,+1000 Counter,4,"[On Play] If your Leader has the{Revolutionary Army}type, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.[When Attacking] If this Character has 7000 power or more, give up to 1 of your opponent's Leader or Character cards −1000 power during this turn.",Revolutionary Army
Koala,OP05-006,Character,Red,Strike,null,3000,+2000 Counter,2,"[On Play] If your Leader has the{Revolutionary Army}type, give up to 1 of your opponent's Characters −3000 power during this turn.",Revolutionary Army
Sabo,OP05-007,Character,Red,Special,null,7000,,6,[On Play] K.O. up to 2 of your opponent's Characters with a total power of 4000 or less.,Revolutionary Army
Chaka,OP05-008,Character,Red,Slash,null,6000,+1000 Counter,5,[DON!! x1] [Activate: Main] [Once Per Turn] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.,Alabasta
Toh-Toh,OP05-009,Character,Red,Wisdom,null,0,+2000 Counter,1,[On Play] Draw 1 card if your Leader has 0 power or less.,Alabasta
Nico Robin,OP05-010,Character,Red,Strike,null,2000,+1000 Counter,1,[On Play] K.O. up to 1 of your opponent's Characters with 1000 power or less.,Straw Hat Crew
Bartholomew Kuma,OP05-011,Character,Red,Strike,null,2000,+1000 Counter,2,"[On Play] K.O. up to 1 of your opponent's Characters with 2000 power or less.[Trigger] If your Leader is multicolored, play this card.",The Seven Warlords of the Sea/Revolutionary Army
Hack,OP05-012,Character,Red,Strike,null,5000,+1000 Counter,3,null,Fish-Man/Revolutionary Army
Bunny Joe,OP05-013,Character,Red,Ranged,null,2000,+1000 Counter,2,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Revolutionary Army
Pell,OP05-014,Character,Red,Slash,null,4000,+1000 Counter,3,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2000 power during this turn.,Alabasta
Belo Betty,OP05-015,Character,Red,Special,null,2000,+1000 Counter,1,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1{Revolutionary Army}type card other than [Belo Betty] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Revolutionary Army
Morley,OP05-016,Character,Red,Special,null,5000,,3,"[When Attacking] If this Character has 7000 power or more, your opponent cannot activate [Blocker] during this battle.[Trigger] You may trash 1 card from your hand: If your Leader is multicolored, play this card.",Giant/Revolutionary Army
Lindbergh,OP05-017,Character,Red,Special,null,5000,+1000 Counter,4,"[When Attacking] If this Character has 7000 power or more, K.O. up to 1 of your opponent's Characters with 3000 power or less.[Trigger] You may trash 1 card from your hand: If your Leader is multicolored, play this card.",Minks/Revolutionary Army
Emporio Energy Hormone,OP05-018,Event,Red,null,null,null,,3,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, play up to 1{Revolutionary Army}type Character card with 5000 power or less from your hand.[Trigger] Play up to 1{Revolutionary Army}type Character card with 5000 power or less from your hand.",Revolutionary Army
Fire Fist,OP05-019,Event,Red,null,null,null,,2,"[Main] Give up to 1 of your opponent's Characters −4000 power during this turn. Then, if you have 2 or less Life cards, K.O. up to 1 of your opponent's Characters with 0 power or less.[Trigger] Activate this card's [Main] effect.",Revolutionary Army
Four Thousand-Brick Fist,OP05-020,Event,Red,null,null,null,,2,"[Main] Up to 1 of your Leader or Character cards gains +2000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 2000 power or less.[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",Fish-Man/Revolutionary Army
Revolutionary Army HQ,OP05-021,Stage,Red,null,null,null,,1,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1{Revolutionary Army}type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Revolutionary Army
Donquixote Rosinante,OP05-022,Leader,Green/Blue,Special,4,5000,,null,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 6 or less cards in your hand, set this Leader as active.",Navy/Donquixote Pirates
Vergo,OP05-023,Character,Green,Strike,null,4000,+1000 Counter,3,[DON!! x1] [When Attacking] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,Navy/Donquixote Pirates
Kuween,OP05-024,Character,Green,Strike,null,2000,+1000 Counter,2,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Donquixote Pirates
Gladius,OP05-025,Character,Green,Special,null,6000,+1000 Counter,5,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 3 or less.,Donquixote Pirates
Sarquiss,OP05-026,Character,Green,Slash,null,4000,+1000 Counter,4,[DON!! x1] [When Attacking] [Once Per Turn] You may rest 1 of your Characters with a cost of 3 or more: Set this Character as active.,Bellamy Pirates
Trafalgar Law,OP05-027,Character,Green,Wisdom,null,2000,+1000 Counter,1,[Activate: Main] You may trash this Character: Rest up to 1 of your opponent's Characters with a cost of 3 or less.,Donquixote Pirates
Donquixote Doflamingo,OP05-028,Character,Green,Ranged,null,2000,+1000 Counter,1,[Activate: Main] You may trash this Character: K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.,Donquixote Pirates
Donquixote Doflamingo,OP05-029,Character,Green,Special,null,8000,,7,[On Your Opponent's Attack] [Once Per Turn] ➀(You may rest the specified number of DON!! cards in your cost area.): Rest up to 1 of your opponent's Characters with a cost of 6 or less.,Donquixote Pirates
Donquixote Rosinante,OP05-030,Character,Green,Special,null,1000,+1000 Counter,2,"[Blocker](After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] If your rested Character would be K.O.'d, you may trash this Character instead.",Navy/Donquixote Pirates
Buffalo,OP05-031,Character,Green,Strike,null,4000,+1000 Counter,3,"[When Attacking] [Once Per Turn] If you have 2 or more rested Characters, set up to 1 of your rested Characters with a cost of 1 as active.",Donquixote Pirates
Pica,OP05-032,Character,Green,Strike,null,6000,,4,"[End of Your Turn] ①: Set this Character as active.[Once Per Turn] If this Character would be K.O.'d, you may rest 1 of your Characters with a cost of 3 or more other than [Pica] instead.",Donquixote Pirates
Baby 5,OP05-033,Character,Green,Special,null,1000,+1000 Counter,1,[Activate: Main] ➀(You may rest the specified number of DON!! cards in your cost area.)You may rest this Character: Play up to 1{Donquixote Pirates}type Character card with a cost of 2 or less from your hand.,Donquixote Pirates
Baby 5,OP05-034,Character,Green,Special,null,1000,+1000 Counter,1,"[Activate: Main] ➀(You may rest the specified number of DON!! cards in your cost area.)You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1{Donquixote Pirates}type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Donquixote Pirates
Bellamy,OP05-035,Character,Green,Strike,null,5000,+1000 Counter,3,null,Donquixote Pirates
Because the Side of Justice Will Be Whichever Side Wins!!,OP05-037,Event,Green,null,null,null,,0,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,Donquixote Pirates
Charlestone,OP05-038,Event,Green,null,null,null,,2,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, you may trash 1 card from your hand. If you do, set up to 3 of your DON!! cards as active.[Trigger] Rest up to 1 of your opponent's Leader or Character cards with a cost of 3 or less.",Donquixote Pirates
Stick-Stickem Meteora,OP05-039,Event,Green,null,null,null,,2,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",Donquixote Pirates
Birdcage,OP05-040,Stage,Green,null,null,null,,5,"If your Leader is [Donquixote Doflamingo], all Characters with a cost of 5 or less do not become active in your and your opponent's Refresh Phases.[End of Your Turn] If you have 10 DON!! cards on your field, K.O. all rested Characters with a cost of 5 or less. Then, trash this Stage.",Donquixote Pirates
Sakazuki,OP05-041,Leader,Blue/Black,Special,4,5000,,null,[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: Draw 1 card.[When Attacking] Give up to 1 of your opponent's Characters −1 cost during this turn.,Navy
